,Year,Category,Motivation,Prize Share,Laureate ID,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Winning_age,Age_x_x,Age_y_x,Age_x_y,Age_y_y,Age_x_x,Age_y_x,Age_x_y,Age_y_y
89,1913,Medicine,in recognition of his work on anaphylaxis,1/1,307,Charles Robert Richet,1850-08-26,Paris,France,Male,Sorbonne University,Paris,France,1935-12-04,Paris,France,63.0,85.0,,,,,,,
90,1913,Peace,The Nobel Peace Prize 1913 was awarded to Henri La Fontaine.,1/1,481,Henri La Fontaine,1854-04-22,Brussels,Belgium,Male," President, Permanent International Peace Bureau, Berne, Switzerland, Member, Belgian Parliament (Sénateur)",,,1943-05-14,Brussels,Belgium,59.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
91,1913,Physics,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",1/1,18,Heike Kamerlingh Onnes,1853-09-21,Groningen,Netherlands,Male,Leiden University,Leiden,Netherlands,1926-02-21,Leiden,Netherlands,60.0,73.0,,,,,,,
92,1914,Chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,1/1,175,Theodore William Richards,1868-01-31,"Germantown, PA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,1928-04-02,"Cambridge, MA",United States of America,46.0,60.0,,,,,,,
93,1914,Medicine,for his work on the physiology and pathology of the vestibular apparatus,1/1,308,Robert Bárány,1876-04-22,Vienna,Austria,Male,Vienna University,Vienna,Austria,1936-04-08,Uppsala,Sweden,38.0,60.0,,,,,,,
94,1914,Physics,for his discovery of the diffraction of X-rays by crystals,1/1,19,Max von Laue,1879-10-09,Pfaffendorf,Germany,Male,Frankfurt-on-the-Main University,Frankfurt-on-the-Main,Germany,1960-04-23,Berlin,West Germany (Germany),35.0,81.0,,,,,,,
95,1915,Chemistry,"for his researches on plant pigments, especially chlorophyll",1/1,176,Richard Martin Willstätter,1872-08-13,Karlsruhe,Germany,Male,Munich University,Munich,Germany,1942-08-03,Locarno,Switzerland,43.0,70.0,,,,,,,
96,1915,Literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,1/1,584,Romain Rolland,1866-01-29,Clamecy,France,Male,Self,,France,1944-12-30,Vézelay,France,49.0,78.0,,78.0,,78.0,,78.0,
97,1915,Physics,for their services in the analysis of crystal structure by means of X-rays,1/2,20,Sir William Henry Bragg,1862-07-02,Wigton,United Kingdom,Male,University College,London,United Kingdom,1942-03-12,London,United Kingdom,53.0,80.0,,,,,,,
98,1915,Physics,for their services in the analysis of crystal structure by means of X-rays,1/2,21,William Lawrence Bragg,1890-03-31,Adelaide,Australia,Male,Victoria University,Manchester,United Kingdom,1971-07-01,Ipswich,United Kingdom,25.0,81.0,,,,,,,
99,1916,Literature,in recognition of his significance as the leading representative of a new era in our literature,1/1,585,Carl Gustaf Verner von Heidenstam,1859-07-06,Olshammar,Sweden,Male,Self,,Sweden,1940-05-20,Övralid,Sweden,57.0,81.0,,81.0,,81.0,,81.0,
100,1917,Literature,"for his varied and rich poetry, which is inspired by lofty ideals",1/2,586,Karl Adolph Gjellerup,1857-06-02,Roholte,Denmark,Male,Self,,Denmark,1919-10-11,Klotzsche,Germany,60.0,62.0,,62.0,,62.0,,62.0,
101,1917,Literature,for his authentic descriptions of present-day life in Denmark,1/2,587,Henrik Pontoppidan,1857-07-24,Fredericia,Denmark,Male,Self,,Denmark,1943-08-21,Ordrup,Denmark,60.0,86.0,,86.0,,86.0,,86.0,
102,1917,Physics,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,1/1,22,Charles Glover Barkla,1877-06-07,Widnes,United Kingdom,Male,Edinburgh University,Edinburgh,United Kingdom,1944-10-23,Edinburgh,Scotland,40.0,67.0,,,,,,,
103,1918,Chemistry,for the synthesis of ammonia from its elements,1/1,177,Fritz Haber,1868-12-09,Breslau (Wroclaw),Prussia (Poland),Male,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,1934-01-29,Basel,Switzerland,50.0,66.0,,,,,,,
104,1918,Physics,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,1/1,23,Max Karl Ernst Ludwig Planck,1858-04-23,Kiel,Schleswig (Germany),Male,Berlin University,Berlin,Germany,1947-10-04,Göttingen,West Germany (Germany),60.0,89.0,,,,,,,
105,1919,Literature,"in special appreciation of his epic, <I>Olympian Spring</I>",1/1,588,Carl Friedrich Georg Spitteler,1845-04-24,Liestal,Switzerland,Male,Self,,Switzerland,1924-12-29,Lucerne,Switzerland,74.0,79.0,,79.0,,79.0,,79.0,
106,1919,Medicine,for his discoveries relating to immunity,1/1,309,Jules Bordet,1870-06-13,Soignies,Belgium,Male,Brussels University,Brussels,Belgium,1961-04-06,Brussels,Belgium,49.0,91.0,,,,,,,
107,1919,Peace,The Nobel Peace Prize 1919 was awarded to Woodrow Wilson.,1/1,483,Thomas Woodrow Wilson,1856-12-28,"Staunton, VA",United States of America,Male," Founder of the League of Nations, President of United States of America",,,1924-02-03,"Washington, DC",United States of America,63.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
108,1919,Physics,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,1/1,24,Johannes Stark,1874-04-15,Schickenhof,Germany,Male,Greifswald University,Greifswald,Germany,1957-06-21,Traunstein,West Germany (Germany),45.0,83.0,,,,,,,
109,1920,Chemistry,in recognition of his work in thermochemistry,1/1,178,Walther Hermann Nernst,1864-06-25,Briesen,Prussia (Germany),Male,Berlin University,Berlin,Germany,1941-11-18,Muskau,Germany,56.0,77.0,,,,,,,
110,1920,Literature,"for his monumental work, <I>Growth of the Soil</I>",1/1,589,Knut Pedersen Hamsun,1859-08-04,Lom,Norway,Male,Self,,Norway,1952-02-19,Grimstad,Norway,61.0,93.0,,93.0,,93.0,,93.0,
111,1920,Medicine,for his discovery of the capillary motor regulating mechanism,1/1,310,Schack August Steenberg Krogh,1874-11-15,Grenå,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1949-09-13,Copenhagen,Denmark,46.0,75.0,,,,,,,
112,1920,Peace,The Nobel Peace Prize 1920 was awarded to Léon Bourgeois.,1/1,484,Léon Victor Auguste Bourgeois,1851-05-21,Paris,France,Male," President, Conseil de la Société des Nations (Council of the League of Nations), President, French Parliament (Sénat), i.a. ex-Secretary of State",,,1925-09-29,Épernay,France,69.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
113,1920,Physics,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,1/1,25,Charles Edouard Guillaume,1861-02-15,Fleurier,Switzerland,Male,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France,1938-06-13,Sèvres,France,59.0,77.0,,,,,,,
114,1921,Chemistry,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",1/1,179,Frederick Soddy,1877-09-02,Eastbourne,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1956-09-22,Brighton,United Kingdom,44.0,79.0,,,,,,,
115,1921,Literature,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",1/1,590,Anatole France,1844-04-16,Paris,France,Male,Self,,France,1924-10-12,Saint-Cyr-sur-Loire,France,77.0,80.0,,80.0,,80.0,,80.0,
116,1921,Peace,The Nobel Peace Prize 1921 was awarded jointly to Karl Hjalmar Branting and Christian Lous Lange,1/2,485,Karl Hjalmar Branting,1860-11-23,Stockholm,Sweden,Male," Swedish Delegate, Conseil de la Société des Nations, Prime Minister",,,1925-02-24,Stockholm,Sweden,61.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
117,1921,Peace,The Nobel Peace Prize 1921 was awarded jointly to Karl Hjalmar Branting and Christian Lous Lange,1/2,486,Christian Lous Lange,1869-09-17,Stavanger,Norway,Male," Secretary General of Inter-Parliamentary Union, Brussels",,,1938-12-11,Oslo,Norway,52.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
118,1921,Physics,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",1/1,26,Albert Einstein,1879-03-14,Ulm,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,1955-04-18,"Princeton, NJ",United States of America,42.0,76.0,,,,,,,
119,1922,Chemistry,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",1/1,180,Francis William Aston,1877-09-01,Harborne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1945-11-20,Cambridge,United Kingdom,45.0,68.0,,,,,,,
120,1922,Literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,1/1,592,Jacinto Benavente,1866-08-12,Madrid,Spain,Male,Self,,Spain,1954-07-14,Madrid,Spain,56.0,88.0,,88.0,,88.0,,88.0,
121,1922,Medicine,for his discovery relating to the production of heat in the muscle,1/2,311,Archibald Vivian Hill,1886-09-26,Bristol,United Kingdom,Male,London University,London,United Kingdom,1977-06-03,Cambridge,United Kingdom,36.0,91.0,,,,,,,
122,1922,Medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,1/2,312,Otto Fritz Meyerhof,1884-04-12,Hanover,Germany,Male,Kiel University,Kiel,Germany,1951-10-06,"Philadelphia, PA",United States of America,38.0,67.0,,,,,,,
123,1922,Peace,The Nobel Peace Prize 1922 was awarded to Fridtjof Nansen.,1/1,487,Fridtjof Nansen,1861-10-10,Kristiania (Oslo),Norway,Male," Originator of Nansen passports (for refugees), Norwegian Delegate, Société des Nations, Explorer, Scientist",,,1930-05-13,Oslo,Norway,61.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
124,1922,Physics,for his services in the investigation of the structure of atoms and of the radiation emanating from them,1/1,27,Niels Henrik David Bohr,1885-10-07,Copenhagen,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1962-11-18,Copenhagen,Denmark,37.0,77.0,,,,,,,
125,1923,Chemistry,for his invention of the method of micro-analysis of organic substances,1/1,181,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,1930-12-13,Graz,Austria,54.0,61.0,,,,,,,
126,1923,Literature,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",1/1,593,William Butler Yeats,1865-06-13,Dublin,Ireland,Male,Self,,Ireland,1939-01-28,Roquebrune-Cap-Martin,France,58.0,74.0,,74.0,,74.0,,74.0,
127,1923,Medicine,for the discovery of insulin,1/2,313,Frederick Grant Banting,1891-11-14,Alliston,Canada,Male,University of Toronto,Toronto,Canada,1941-02-21,Newfoundland,Canada,32.0,50.0,,,,,,,
128,1923,Medicine,for the discovery of insulin,1/2,314,John James Rickard Macleod,1876-09-06,Cluny,Scotland,Male,University of Toronto,Toronto,Canada,1935-03-16,Aberdeen,Scotland,47.0,59.0,,,,,,,
129,1923,Physics,for his work on the elementary charge of electricity and on the photoelectric effect,1/1,28,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1953-12-19,"San Marino, CA",United States of America,55.0,85.0,,,,,,,
130,1924,Literature,"for his great national epic, <I>The Peasants</I>",1/1,594,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Male,Self,,Russian Empire (Poland),1925-12-05,Warsaw,Poland,57.0,58.0,,58.0,,58.0,,58.0,
131,1924,Medicine,for his discovery of the mechanism of the electrocardiogram,1/1,315,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Male,Leiden University,Leiden,Netherlands,1927-09-29,Leiden,Netherlands,64.0,67.0,,,,,,,
132,1924,Physics,for his discoveries and research in the field of X-ray spectroscopy,1/1,29,Karl Manne Georg Siegbahn,1886-12-03,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,1978-09-26,Ängelholm,Sweden,38.0,92.0,,,,,,,
133,1925,Chemistry,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",1/1,182,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Male,Goettingen University,Göttingen,Germany,1929-09-24,Göttingen,Germany,60.0,64.0,,,,,,,
134,1925,Literature,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",1/1,596,George Bernard Shaw,1856-07-26,Dublin,Ireland,Male,Self,,Ireland,1950-11-02,Ayot St. Lawrence,United Kingdom,69.0,94.0,,94.0,,94.0,,94.0,
135,1925,Peace,The Nobel Peace Prize 1925 was awarded jointly to Sir Austen Chamberlain and Charles Gates Dawes,1/2,488,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,Male," Part-originator of Locarno Pact, Foreign Secretary",,,1937-03-16,London,United Kingdom,62.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
136,1925,Peace,The Nobel Peace Prize 1925 was awarded jointly to Sir Austen Chamberlain and Charles Gates Dawes,1/2,489,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States of America,Male," Chairman of Allied Reparation Commission (Originator of Dawes Plan), Vice-President of United States of America",,,1951-04-23,"Evanston, IL",United States of America,60.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
137,1925,Physics,for their discovery of the laws governing the impact of an electron upon an atom,1/2,30,James Franck,1882-08-26,Hamburg,Germany,Male,Goettingen University,Göttingen,Germany,1964-05-21,Göttingen,West Germany (Germany),43.0,82.0,,,,,,,
138,1925,Physics,for their discovery of the laws governing the impact of an electron upon an atom,1/2,31,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Male,Halle University,Halle,Germany,1975-10-30,Berlin,East Germany,38.0,88.0,,,,,,,
139,1926,Chemistry,for his work on disperse systems,1/1,183,The  Theodor  Svedberg,1884-08-30,Fleräng,Sweden,Male,Uppsala University,Uppsala,Sweden,1971-02-25,Örebro,Sweden,42.0,87.0,,,,,,,
140,1926,Literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,1/1,597,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Female,Self,,Italy,1936-08-15,Rome,Italy,55.0,65.0,,65.0,,65.0,,65.0,
141,1926,Medicine,for his discovery of the Spiroptera carcinoma,1/1,316,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1928-01-30,Copenhagen,Denmark,59.0,61.0,,,,,,,
142,1926,Peace,The Nobel Peace Prize 1926 was awarded jointly to Aristide Briand and Gustav Stresemann,1/2,490,Aristide Briand,1862-03-28,Nantes,France,Male," Part-originator of Locarno Pact and Briand-Kellogg Pact, Foreign Minister",,,1932-03-07,Paris,France,64.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
143,1926,Peace,The Nobel Peace Prize 1926 was awarded jointly to Aristide Briand and Gustav Stresemann,1/2,491,Gustav Stresemann,1878-05-10,Berlin,Germany,Male," Part-originator of Locarno Pact, Foreign Minister, ex-Lord High Chancellor (Reichs-kanzler)",,,1929-10-03,Berlin,Germany,48.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
144,1926,Physics,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",1/1,32,Jean Baptiste Perrin,1870-09-30,Lille,France,Male,Sorbonne University,Paris,France,1942-04-17,"New York, NY",United States of America,56.0,72.0,,,,,,,
145,1927,Chemistry,for his investigations of the constitution of the bile acids and related substances,1/1,184,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Male,Munich University,Munich,Germany,1957-08-05,Munich,West Germany (Germany),50.0,80.0,,,,,,,
146,1927,Literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,1/1,600,Henri Bergson,1859-10-18,Paris,France,Male,Self,,France,1941-01-04,Paris,France,68.0,82.0,,82.0,,82.0,,82.0,
